C_2328507,T_15884
C_2328546,T_16188
C_2328552,T_15971
C_2328554,T_16196
C_2329521,T_16064
C_2329521,T_16051
C_2332585,T_10566
C_2332782,T_15975
C_2332807,T_11805
C_2332898,T_16147
C_2333035,T_16154
C_2335601,T_16193
C_2335747,T_5162
C_2335747,T_16115
C_2335749,T_16121
C_2335755,T_16036
C_2335756,T_16097
C_2335756,T_16140
C_2335757,T_10829
C_2335763,T_16176
C_2335763,T_5559
C_2335764,T_16073
C_2336793,T_1540
C_2337972,T_3991
C_2338049,T_1198
C_2341305,T_540
C_2342494,T_16250
C_2342494,T_16279
C_2342497,T_16008
C_2342499,T_16182
C_2342508,T_15976
C_2342511,T_16333
C_2343522,T_16091
C_597307,T_20
C_597365,T_158
C_597367,T_162
C_629559,T_242
C_674926,T_325
C_674931,T_329
C_674938,T_337
C_674942,T_339
C_674942,T_344
C_676635,T_378
C_676642,T_385
C_676648,T_408
C_676654,T_418
C_676661,T_434
C_676663,T_432
C_676664,T_437
C_676664,T_5438
C_676673,T_5399
C_676682,T_457
C_676683,T_402
C_676687,T_472
C_676692,T_474
C_676700,T_480
C_676895,T_495
C_676918,T_522
C_676923,T_536
C_676952,T_578
C_676966,T_582
C_676966,T_3992
C_676969,T_641
C_676969,T_628
C_676969,T_631
C_676978,T_319
C_677000,T_709
C_677000,T_715
C_677000,T_716
C_677014,T_744
C_677019,T_751
C_677020,T_115
C_677047,T_809
C_677047,T_812
C_677068,T_862
C_677070,T_5695
C_677110,T_983
C_677130,T_1030
C_677142,T_1046
C_677168,T_1095
C_677168,T_1096
C_677172,T_1117
C_677186,T_1136
C_677187,T_1138
C_677193,T_1151
C_677236,T_1209
C_677241,T_1226
C_677249,T_1236
C_679148,T_4697
C_680710,T_1237
C_680733,T_1278
C_680736,T_1269
C_680741,T_1282
C_680745,T_172
C_680751,T_5303
C_680757,T_1298
C_680765,T_1307
C_680771,T_5398
C_680785,T_1366
C_680785,T_1368
C_680788,T_1372
C_680788,T_1370
C_680790,T_1381
C_680807,T_1399
C_680812,T_1405
C_680818,T_1423
C_680818,T_1421
C_680818,T_1417
C_680818,T_1415
C_680821,T_1432
C_680828,T_1451
C_680849,T_1480
C_680868,T_1505
C_680869,T_1509
C_680891,T_1528
C_680894,T_1536
C_680900,T_1542
C_680900,T_478
C_680905,T_1552
C_680929,T_1585
C_680936,T_1597
C_680951,T_1618
C_680952,T_1619
C_680958,T_1631
C_680971,T_1656
C_680972,T_1054
C_680974,T_1661
C_680979,T_13445
C_680980,T_1679
C_680986,T_1700
C_680986,T_1701
C_680989,T_4462
C_680992,T_5764
C_680998,T_1733
C_680999,T_1734
C_681001,T_1743
C_681001,T_1747
C_681006,T_1763
C_681006,T_1761
C_681009,T_1766
C_681010,T_1776
C_681028,T_1828
C_681030,T_1841
C_681030,T_1842
C_681030,T_1843
C_681030,T_1844
C_681030,T_1851
C_681030,T_1854
C_681031,T_1875
C_681031,T_1883
C_681031,T_1864
C_681032,T_1891
C_681034,T_1893
C_681034,T_1897
C_681034,T_4872
C_681053,T_1912
C_681059,T_1918
C_681063,T_1202
C_681066,T_1923
C_681071,T_1933
C_681075,T_4785
C_681075,T_4787
C_681076,T_1946
C_681076,T_1947
C_681080,T_1964
C_681086,T_1988
C_681094,T_2013
C_681095,T_2015
C_681096,T_2018
C_681096,T_2021
C_681130,T_2048
C_681152,T_2055
C_681197,T_2079
C_681299,T_2104
C_681301,T_2106
C_681323,T_2112
C_681325,T_2113
C_681330,T_2116
C_681336,T_9935
C_681345,T_2145
C_681345,T_2147
C_681348,T_2154
C_681353,T_2159
C_681353,T_2162
C_681355,T_2172
C_681373,T_2180
C_681377,T_2185
C_681377,T_2187
C_681382,T_4368
C_681382,T_2195
C_681382,T_2196
C_681389,T_2197
C_681389,T_2203
C_681396,T_2207
C_681406,T_2221
C_681409,T_2225
C_681409,T_2226
C_681411,T_2232
C_681422,T_11881
C_681432,T_2255
C_681470,T_2307
C_681470,T_2308
C_681470,T_2300
C_681475,T_2315
C_681481,T_2318
C_681513,T_2348
C_681519,T_2357
C_681519,T_2359
C_681519,T_2364
C_681532,T_2373
C_681548,T_2382
C_681548,T_2383
C_681552,T_2387
C_681560,T_2402
C_681583,T_2410
C_681588,T_2413
C_681592,T_2418
C_681592,T_2420
C_681599,T_2426
C_681606,T_2429
C_681610,T_2431
C_681633,T_2464
C_681635,T_2466
C_681643,T_2473
C_681647,T_2487
C_681649,T_2489
C_681655,T_2496
C_681663,T_2521
C_681664,T_2531
C_681672,T_2128
C_681678,T_2547
C_681678,T_2548
C_681681,T_2554
C_681684,T_2569
C_681690,T_5774
C_681690,T_5778
C_681690,T_5779
C_681711,T_2619
C_681715,T_2630
C_681715,T_7771
C_681730,T_2649
C_681730,T_2653
C_681733,T_2658
C_681735,T_2659
C_681735,T_8742
C_681735,T_2664
C_681736,T_2666
C_681737,T_2667
C_681756,T_2715
C_681758,T_2512
C_681758,T_2514
C_681758,T_2719
C_681759,T_2723
C_681760,T_2725
C_681770,T_2738
C_681770,T_2744
C_681771,T_1960
C_681789,T_2758
C_681795,T_2761
C_681795,T_2764
C_681797,T_2771
C_681803,T_2774
C_681805,T_2775
C_681832,T_1722
C_681848,T_2797
C_681852,T_2800
C_681862,T_62
C_681867,T_2836
C_681883,T_1764
C_681911,T_2885
C_681914,T_2888
C_681914,T_2889
C_681919,T_1813
C_681927,T_2901
C_681930,T_2910
C_681936,T_1873
C_681937,T_2924
C_681940,T_2935
C_681952,T_2967
C_681955,T_53
C_681955,T_54
C_681955,T_56
C_681955,T_60
C_681955,T_2970
C_681957,T_2979
C_681957,T_2980
C_681957,T_2982
C_681963,T_2993
C_681992,T_3042
C_681992,T_3045
C_681995,T_3054
C_682003,T_3083
C_682005,T_3087
C_682008,T_3103
C_682018,T_2687
C_682020,T_3113
C_682153,T_3136
C_682157,T_2850
C_682157,T_2847
C_682165,T_2852
C_682165,T_2858
C_682168,T_3004
C_682180,T_3150
C_682205,T_3168
C_682205,T_3169
C_682226,T_3179
C_682235,T_3011
C_682247,T_3216
C_682247,T_3222
C_682248,T_6717
C_682250,T_3207
C_682260,T_3247
C_682260,T_3249
C_682261,T_3241
C_682266,T_2751
C_682267,T_3261
C_682277,T_3266
C_682282,T_288
C_682285,T_4876
C_682285,T_4877
C_682287,T_166
C_682303,T_5239
C_682303,T_3283
C_682309,T_2757
C_682310,T_3018
C_682312,T_3292
C_682314,T_3289
C_682319,T_3306
C_682319,T_5045
C_682327,T_3315
C_682327,T_3316
C_682327,T_3318
C_682330,T_2769
C_682330,T_2762
C_682335,T_3322
C_682345,T_2763
C_682357,T_3352
C_682357,T_3353
C_682357,T_3354
C_682360,T_3331
C_682395,T_43
C_682395,T_2799
C_682441,T_3404
C_682480,T_3425
C_682487,T_3441
C_682489,T_3047
C_682501,T_3458
C_682505,T_3465
C_682505,T_3466
C_682506,T_3468
C_682509,T_3477
C_682520,T_3492
C_682531,T_3521
C_682536,T_3529
C_682550,T_3538
C_682573,T_3571
C_682574,T_3110
C_682575,T_5076
C_682578,T_3574
C_682578,T_3579
C_682581,T_3581
C_682581,T_3584
C_682589,T_3594
C_682589,T_3599
C_682595,T_3603
C_682620,T_58
C_682629,T_2973
C_682629,T_2975
C_682629,T_5920
C_682643,T_3654
C_682656,T_4676
C_682656,T_4673
C_682661,T_3661
C_682661,T_34
C_682665,T_3658
C_682671,T_3665
C_682672,T_16307
C_682675,T_3668
C_682691,T_3680
C_682692,T_3121
C_682696,T_3691
C_682697,T_3686
C_682707,T_523
C_682721,T_3695
C_682721,T_3698
C_682723,T_3701
C_682731,T_3707
C_682741,T_1416
C_682743,T_1925
C_682750,T_3727
C_682756,T_10541
C_682762,T_3729
C_682780,T_1650
C_682797,T_1749
C_682813,T_4815
C_682824,T_2077
C_688336,T_3399
C_688346,T_2965
C_688346,T_2967
C_694140,T_1053
C_694156,T_3530
C_694158,T_3787
C_694160,T_4722
C_694160,T_4728
C_694162,T_3802
C_696513,T_2343
C_696518,T_1015
C_696523,T_796
C_696537,T_29
C_696541,T_388
C_696541,T_382
C_696571,T_3821
C_696597,T_80
C_696606,T_3833
C_696606,T_3834
C_696610,T_1065
C_696614,T_9920
C_696633,T_923
C_696643,T_914
C_696643,T_917
C_696643,T_919
C_696649,T_867
C_696651,T_703
C_696653,T_178
C_696666,T_878
C_696666,T_888
C_696666,T_889
C_696666,T_891
C_696687,T_3620
C_696709,T_3851
C_696709,T_3855
C_696710,T_332
C_696710,T_334
C_696711,T_1799
C_696769,T_3031
C_696769,T_3032
C_696771,T_1085
C_696785,T_3876
C_696787,T_3872
C_696789,T_6128
C_696794,T_2702
C_696799,T_1460
C_696808,T_9891
C_696809,T_231
C_696812,T_3879
C_696814,T_4864
C_696845,T_3882
C_696846,T_198
C_696846,T_199
C_696855,T_24
C_696864,T_4
C_696864,T_213
C_696882,T_1373
C_696886,T_1099
C_696899,T_5212
C_696904,T_5105
C_696911,T_422
C_696919,T_705
C_696919,T_707
C_696922,T_3891
C_696927,T_869
C_696938,T_2295
C_696942,T_50
C_696945,T_1069
C_696958,T_350
C_696964,T_1186
C_696964,T_1189
C_696964,T_1190
C_696968,T_49
C_696968,T_255
C_696973,T_1560
C_696977,T_5117
C_696987,T_3893
C_696987,T_3894
C_696987,T_3898
C_696987,T_3899
C_696995,T_2647
C_697008,T_1514
C_697011,T_838
C_697018,T_872
C_697019,T_3520
C_697020,T_3645
C_697024,T_1048
C_697034,T_113
C_697035,T_1071
C_697036,T_14699
C_697051,T_3459
C_697053,T_1204
C_697056,T_563
C_697059,T_2948
C_697059,T_2956
C_697059,T_2959
C_697064,T_761
C_697064,T_763
C_697065,T_1083
C_697065,T_1086
C_697065,T_1087
C_697068,T_870
C_697087,T_21
C_697100,T_670
C_697106,T_670
C_697108,T_116
C_697110,T_690
C_697110,T_684
C_697112,T_2576
C_697121,T_3918
C_697121,T_3919
C_697135,T_3366
C_697135,T_3367
C_697135,T_3368
C_697144,T_3554
C_697147,T_3465
C_697149,T_717
C_697158,T_3159
C_697161,T_1498
C_697161,T_1500
C_697162,T_5923
C_697169,T_568
C_697191,T_54
C_697229,T_1228
C_697229,T_1229
C_697236,T_203
C_697253,T_189
C_697253,T_195
C_697253,T_196
C_697265,T_105
C_697270,T_313
C_697273,T_600
C_697273,T_601
C_697278,T_1208
C_697284,T_4869
C_697327,T_871
C_697327,T_3614
C_697327,T_3617
C_697360,T_1105
C_697405,T_640
C_697407,T_593
C_697410,T_3648
C_697410,T_3651
C_697410,T_3652
C_697415,T_91
C_697415,T_89
C_697425,T_1196
C_697427,T_1020
C_697427,T_1022
C_697471,T_3933
C_697471,T_3934
C_697475,T_1184
C_697496,T_3939
C_697496,T_2292
C_697506,T_971
C_697543,T_3431
C_697577,T_590
C_697584,T_938
C_697600,T_3421
C_697677,T_6803
C_697686,T_3421
C_697729,T_2331
C_697729,T_2328
C_697754,T_2925
C_697778,T_3116
C_697821,T_1194
C_697825,T_1291
C_707022,T_298
C_707032,T_115
C_707067,T_230
C_707099,T_911
C_707119,T_785
C_707127,T_4603
C_707127,T_4606
C_707135,T_84
C_707363,T_3979
C_707363,T_16727
C_707363,T_16728
C_707369,T_3984
C_707384,T_3991
C_734016,T_4068
C_734028,T_4079
C_734032,T_44
C_734041,T_532
C_734041,T_535
C_734041,T_538
C_734059,T_4088
C_734067,T_4120
C_734067,T_4121
C_735030,T_4134
C_735030,T_4138
C_735032,T_4122
C_735032,T_4127
C_735033,T_4113
C_735071,T_4154
C_735071,T_4156
C_735077,T_9870
C_735079,T_4171
C_735079,T_4177
C_735081,T_4838
C_735085,T_4179
C_735094,T_4190
C_735094,T_4191
C_735103,T_4194
C_735111,T_5916
C_735122,T_5819
C_735122,T_5855
C_735122,T_5820
C_735122,T_5823
C_735129,T_1332
C_735132,T_4222
C_735138,T_4211
C_735138,T_4212
C_735146,T_4615
C_735146,T_4616
C_735146,T_4620
C_735149,T_4225
C_735149,T_7787
C_735156,T_10547
C_735161,T_4231
C_735168,T_4234
C_735200,T_12032
C_735200,T_12031
C_735210,T_4242
C_735226,T_6227
C_735226,T_6323
C_735242,T_4264
C_735242,T_5294
C_735288,T_4271
C_735306,T_2507
C_735306,T_9102
C_735306,T_15043
C_735308,T_4760
C_735308,T_4305
C_735326,T_4313
C_735336,T_4318
C_735342,T_1382
C_735343,T_4327
C_735343,T_4328
C_735343,T_4329
C_735364,T_4341
C_735369,T_3309
C_735419,T_3241
C_735431,T_3211
C_736530,T_4359
C_737494,T_3757
C_737499,T_4283
C_746960,T_4390
C_746968,T_4394
C_746968,T_4397
C_746973,T_4404
C_747271,T_4430
C_747271,T_4431
C_747273,T_1467
C_749652,T_4436
C_749756,T_3752
C_756607,T_4485
C_756615,T_4486
C_756622,T_4488
C_756629,T_4493
C_756642,T_4495
C_756717,T_4246
C_756717,T_4249
C_756717,T_4250
C_756736,T_4514
C_756736,T_4511
C_758190,T_4666
C_758207,T_5384
C_758207,T_5385
C_758208,T_5047
C_758886,T_4532
C_758928,T_11945
C_759007,T_4449
C_759037,T_4517
C_766192,T_4834
C_766192,T_4629
C_769264,T_3823
C_769264,T_3825
C_769301,T_4595
C_769301,T_4588
C_769301,T_4576
C_769301,T_4562
C_769301,T_4560
C_769301,T_4559
C_769301,T_4554
C_769301,T_4546
C_769301,T_4544
C_769301,T_4542
C_770751,T_3485
C_776850,T_4904
C_776850,T_4907
C_780629,T_4638
C_781445,T_12045
C_781445,T_4812
C_781445,T_12016
C_784036,T_4752
C_785161,T_3761
C_789278,T_4004
C_789278,T_4001
C_793017,T_4652
C_797404,T_4468
C_797938,T_4012
C_798690,T_5046
C_798690,T_5019
C_799796,T_169
C_800360,T_4730
C_801420,T_4972
C_808528,T_4609
C_810349,T_4839
C_813182,T_4117
C_813262,T_4833
C_813434,T_5043
C_813434,T_5041
C_813491,T_4985
C_823302,T_5163
C_823302,T_5166
C_823315,T_5208
C_825822,T_16449
C_830569,T_2774
C_837228,T_5272
C_837228,T_5273
C_837228,T_4283
C_837690,T_5325
C_837690,T_5326
C_837690,T_1652
C_837715,T_5337
C_837721,T_1531
C_845673,T_4803
C_854667,T_1064
C_854868,T_125
C_854868,T_133
C_855688,T_5592
C_857825,T_5083
C_859519,T_5128
C_862967,T_5554
C_862969,T_357
C_862969,T_355
C_865842,T_5668
C_866151,T_5529
C_866175,T_5637
C_866756,T_5655
C_866756,T_5659
C_875624,T_5741
C_875624,T_5756
C_875624,T_5785
C_875624,T_5786
C_875624,T_5790
C_876689,T_5672
C_879040,T_1382
C_879045,T_5511
C_879045,T_5519
C_879050,T_5749
C_879054,T_2690
C_879069,T_5845
C_879074,T_5679
C_879074,T_5685
C_879074,T_5692
C_881112,T_5707
C_881112,T_5725
C_881397,T_4866
C_881436,T_1484
C_887098,T_5510
C_887098,T_5836
C_887101,T_5914
C_887103,T_5723
C_887103,T_5715
C_887148,T_5452
C_890220,T_6665
C_893808,T_5944
C_893812,T_5360
C_893813,T_12944
C_898276,T_5894
C_898292,T_5889
C_898310,T_5871
C_898312,T_5997
C_901947,T_6123
C_901958,T_6119
C_903149,T_16334
C_905192,T_6047
C_907940,T_234
C_907940,T_235
C_907945,T_5948
C_907949,T_6293
C_907964,T_9748
C_908991,T_6233
C_908991,T_6239
C_909099,T_6132
C_909412,T_6283
C_911133,T_6032
C_911133,T_6033
C_911133,T_6034
C_911168,T_6160
C_911178,T_6305
C_911178,T_6330
C_911735,T_6366
C_911735,T_6367
C_916824,T_881
C_916824,T_884
C_916826,T_6210
C_916830,T_6017
C_916830,T_6019
C_916833,T_6062
C_916833,T_6087
C_916841,T_6429
C_916844,T_6209
C_922860,T_6524
C_922877,T_4772
C_922877,T_4771
C_926163,T_6092
C_927961,T_6539
C_927963,T_6453
C_927975,T_6437
C_928746,T_3743
C_932105,T_6513
C_932179,T_5380
C_932179,T_5382
C_934520,T_6503
C_934520,T_6504
C_934520,T_9622
C_936945,T_6634
C_936954,T_6746
C_936957,T_6759
C_936957,T_6760
C_936963,T_6734
C_936971,T_7434
C_936971,T_7436
C_936973,T_6580
C_936973,T_6605
C_937285,T_13460
C_937285,T_6707
C_939336,T_2824
C_939360,T_6898
C_943226,T_6866
C_943258,T_5139
C_943270,T_6056
C_943271,T_6775
C_943274,T_6400
C_943274,T_6008
C_947149,T_6945
C_947149,T_6947
C_947149,T_6948
C_947152,T_6983
C_947156,T_7762
C_947161,T_6969
C_947162,T_6554
C_947164,T_7068
C_947165,T_7835
C_947167,T_7106
C_947240,T_1693
C_947244,T_7256
C_947244,T_7257
C_947248,T_7141
C_947249,T_16983
C_947249,T_16986
C_947250,T_7021
C_947253,T_7118
C_947257,T_7070
C_947689,T_7528
C_947695,T_7533
C_947695,T_7534
C_947706,T_7549
C_947721,T_7569
C_947807,T_7584
C_948080,T_6727
C_948081,T_7253
C_948083,T_7861
C_948095,T_7887
C_948095,T_7889
C_948095,T_7890
C_948095,T_7895
C_948095,T_15720
C_948095,T_15721
C_948099,T_6999
C_948099,T_7127
C_948099,T_7130
C_948101,T_7412
C_948102,T_7467
C_948106,T_9724
C_948106,T_9725
C_948114,T_7323
C_948129,T_7415
C_948129,T_7419
C_948129,T_7422
C_948132,T_7745
C_948148,T_7226
C_948153,T_7693
C_948208,T_7149
C_948209,T_6398
C_948235,T_5993
C_948240,T_7441
C_948240,T_7443
C_948241,T_7630
C_948241,T_7635
C_948241,T_7640
C_948251,T_7352
C_948257,T_7288
C_948267,T_7773
C_948268,T_7284
C_948268,T_16043
C_948268,T_16044
C_948269,T_6813
C_948270,T_7409
C_948289,T_6857
C_948292,T_9685
C_948292,T_9784
C_948389,T_6434
C_948391,T_6887
C_948391,T_7765
C_948392,T_7472
C_948392,T_7474
C_948395,T_7363
C_948404,T_7487
C_948409,T_7698
C_948410,T_7700
C_948411,T_7678
C_948415,T_7951
C_948423,T_6977
C_948426,T_7247
C_948426,T_7248
C_948430,T_7749
C_948436,T_6873
C_948436,T_6874
C_949541,T_7856
C_956128,T_7007
C_1017419,T_16201
C_1017419,T_16204
C_1123814,T_8240
C_1124039,T_7907
C_1159827,T_7708
C_1168945,T_540
C_1320505,T_7912
C_1320505,T_8947
C_1410145,T_8697
C_1434547,T_7612
C_1434593,T_8721
C_1434593,T_8730
C_1438319,T_7964
C_1469181,T_7913
C_1469181,T_7914
C_1628160,T_9021
C_1641662,T_6212
C_1641662,T_6213
C_1645365,T_9513
C_1645365,T_9519
C_1679989,T_9801
C_1683594,T_9820
C_1683594,T_9824
C_1683594,T_9828
C_1683594,T_9839
C_1683594,T_9840
C_1683594,T_9843
C_1686679,T_10001
C_1686679,T_10002
C_1686679,T_10003
C_1687727,T_9883
C_1696158,T_9778
C_1704740,T_9693
C_1712435,T_9767
C_1714447,T_5403
C_1714447,T_12865
C_1714447,T_12867
C_1720764,T_10102
C_1724279,T_9938
C_1724282,T_9949
C_1724285,T_6661
C_1724286,T_9995
C_1731884,T_10029
C_1731888,T_10074
C_1732839,T_14897
C_1732845,T_10084
C_1732845,T_10088
C_1736337,T_9741
C_1737097,T_10270
C_1737097,T_10274
C_1738993,T_10233
C_1738993,T_10236
C_1738993,T_10239
C_1738993,T_10240
C_1741526,T_8577
C_1741534,T_5547
C_1741538,T_10115
C_1741561,T_9645
C_1741987,T_10359
C_1750780,T_10356
C_1750786,T_10250
C_1750791,T_6063
C_1750791,T_6064
C_1750791,T_6078
C_1755888,T_1347
C_1755889,T_2666
C_1755891,T_5413
C_1755907,T_4408
C_1755915,T_1716
C_1755915,T_4465
C_1755920,T_4149
C_1755926,T_1519
C_1755928,T_4406
C_1755938,T_5287
C_1755938,T_2439
C_1755938,T_156
C_1755941,T_757
C_1755941,T_755
C_1755941,T_760
C_1755944,T_7979
C_1755950,T_652
C_1755950,T_654
C_1755951,T_592
C_1755958,T_520
C_1755958,T_518
C_1756072,T_3532
C_1756072,T_7025
C_1756073,T_62
C_1756075,T_3367
C_1756075,T_3369
C_1756076,T_3945
C_1756077,T_3416
C_1756077,T_3415
C_1758019,T_9861
C_1760247,T_3154
C_1760320,T_3281
C_1761364,T_1742
C_1764843,T_3378
C_1764848,T_6284
C_1764850,T_1908
C_1764857,T_1908
C_1764860,T_1920
C_1765585,T_8303
C_1765598,T_3721
C_1765598,T_10739
C_1765600,T_1459
C_1765604,T_10588
C_1765606,T_3948
C_1766164,T_10581
C_1766166,T_10602
C_1766166,T_10604
C_1766167,T_9831
C_1766167,T_9840
C_1766167,T_9846
C_1766899,T_10617
C_1767580,T_10418
C_1767581,T_10456
C_1767591,T_8843
C_1767591,T_8864
C_1771155,T_1310
C_1771155,T_1315
C_1771156,T_1422
C_1771156,T_1420
C_1771163,T_7263
C_1771163,T_7861
C_1771165,T_7426
C_1771167,T_7704
C_1771167,T_7707
C_1771176,T_6360
C_1771543,T_427
C_1771543,T_430
C_1771634,T_10348
C_1774960,T_7081
C_1774962,T_5341
C_1774962,T_2653
C_1774962,T_2649
C_1774969,T_10564
C_1774972,T_10640
C_1774973,T_10623
C_1774976,T_10736
C_1774977,T_10715
C_1774978,T_351
C_1774978,T_352
C_1774978,T_6039
C_1774980,T_489
C_1774980,T_490
C_1774982,T_10630
C_1774983,T_3074
C_1774987,T_5289
C_1774989,T_10593
C_1775489,T_10771
C_1776281,T_10662
C_1776283,T_10496
C_1776296,T_10657
C_1776312,T_6884
C_1776312,T_6886
C_1776312,T_6893
C_1777000,T_10635
C_1778453,T_1351
C_1778560,T_10750
C_1778566,T_10704
C_1780641,T_4017
C_1780641,T_11047
C_1781812,T_10835
C_1781812,T_10942
C_1784414,T_10950
C_1784711,T_7194
C_1784711,T_7197
C_1784713,T_10899
C_1784713,T_2782
C_1784713,T_4875
C_1784729,T_3371
C_1784729,T_10595
C_1786221,T_11017
C_1789682,T_10862
C_1789686,T_10858
C_1789688,T_10954
C_1789688,T_10955
C_1789688,T_10956
C_1789695,T_10889
C_1789696,T_10806
C_1789696,T_10807
C_1789697,T_10852
C_1789697,T_10854
C_1789697,T_10856
C_1792250,T_1572
C_1796396,T_1491
C_1797899,T_10737
C_1800545,T_7846
C_1801563,T_11064
C_1801907,T_11434
C_1804595,T_11370
C_1808487,T_7844
C_1808487,T_7843
C_1811720,T_8819
C_1811720,T_8810
C_1811836,T_7367
C_1811867,T_11480
C_1811867,T_11481
C_1814140,T_11543
C_1814260,T_11669
C_1814260,T_11590
C_1816012,T_11595
C_1816012,T_11596
C_1816033,T_11611
C_1821490,T_3902
C_1822804,T_11733
C_1822804,T_8821
C_1824376,T_11647
C_1824376,T_11587
C_1824911,T_10554
C_1824911,T_11412
C_1824915,T_10321
C_1824915,T_10322
C_1824933,T_8853
C_1824934,T_10961
C_1825107,T_11685
C_1825111,T_11681
C_1825111,T_11694
C_1828098,T_10970
C_1828098,T_11424
C_1842789,T_5063
C_1844101,T_11717
C_1844104,T_8710
C_1844104,T_11362
C_1844119,T_11742
C_1844121,T_11788
C_1844128,T_11781
C_1844128,T_11783
C_1846545,T_11464
C_1854868,T_9268
C_1864056,T_11794
C_1864059,T_11776
C_1864063,T_7453
C_1864067,T_11903
C_1864068,T_11898
C_1864068,T_11988
C_1875488,T_14653
C_1875503,T_11489
C_1875509,T_11871
C_1875512,T_11620
C_1883679,T_12127
C_1883679,T_12117
C_1884058,T_12137
C_1886674,T_10013
C_1886678,T_11893
C_1886678,T_11996
C_1886682,T_12124
C_1886686,T_12068
C_1886688,T_12057
C_1886692,T_12085
C_1886693,T_742
C_1889777,T_12105
C_1891044,T_4344
C_1891047,T_1718
C_1891047,T_1719
C_1891047,T_1724
C_1891047,T_1414
C_1891052,T_12020
C_1896509,T_12107
C_1896509,T_12109
C_1903963,T_11833
C_1903965,T_11843
C_1903976,T_12184
C_1903979,T_12875
C_1903988,T_12158
C_1904002,T_13980
C_1904003,T_12173
C_1904668,T_12979
C_1904668,T_826
C_1904668,T_4155
C_1904668,T_5494
C_1904668,T_5300
C_1904668,T_5490
C_1905468,T_12965
C_1905909,T_6522
C_1906203,T_12901
C_1906335,T_13031
C_1907726,T_11938
C_1907832,T_12918
C_1907832,T_12920
C_1907833,T_5520
C_1907838,T_11677
C_1907850,T_13037
C_1907852,T_10966
C_1910391,T_13289
C_1910391,T_13293
C_1910412,T_13299
C_1910426,T_13319
C_1910435,T_7678
C_1910442,T_13325
C_1910445,T_13308
C_1910455,T_13340
C_1910455,T_13343
C_1910456,T_9988
C_1910468,T_13352
C_1912004,T_12975
C_1912009,T_13273
C_1912014,T_13242
C_1912014,T_13247
C_1912018,T_7944
C_1912019,T_13189
C_1912020,T_4474
C_1912378,T_11940
C_1912519,T_13459
C_1915246,T_13463
C_1916174,T_13557
C_1918004,T_13557
C_1918354,T_10087
C_1918355,T_12074
C_1918357,T_5210
C_1918363,T_13438
C_1924175,T_12990
C_1924175,T_13185
C_1925887,T_16598
C_1925897,T_14804
C_1925905,T_12089
C_1925908,T_13648
C_1925908,T_13650
C_1925912,T_12974
C_1925913,T_13682
C_1925917,T_10860
C_1941018,T_11805
C_1944717,T_13422
C_1944727,T_13827
C_1944731,T_10641
C_1944731,T_10827
C_1960452,T_14181
C_1979097,T_14140
C_1980009,T_14169
C_1987701,T_14643
C_1992917,T_13949
C_1992917,T_13951
C_1992918,T_13935
C_1992927,T_13957
C_1992941,T_14087
C_1992970,T_12975
C_1996570,T_12949
C_2009301,T_14243
C_2033958,T_445
C_2033958,T_447
C_2059279,T_13629
C_2059282,T_13180
C_2059286,T_10017
C_2059291,T_14273
C_2059292,T_13994
C_2059297,T_13411
C_2059319,T_13787
C_2059319,T_13788
C_2059947,T_14370
C_2059947,T_14383
C_2063783,T_11784
C_2063783,T_15892
C_2066096,T_14329
C_2066096,T_14337
C_2093531,T_14277
C_2095102,T_14128
C_2095352,T_14159
C_2097699,T_13669
C_2097699,T_12076
C_2141847,T_14397
C_2141847,T_14419
C_2141859,T_13842
C_2141876,T_14265
C_2172731,T_10561
C_2179942,T_1039
C_2185788,T_14763
C_2195990,T_122
C_2199443,T_14738
C_2199443,T_14755
C_2199449,T_13451
C_2199450,T_14133
C_2199455,T_14238
C_2217528,T_38
C_2221551,T_14664
C_2221589,T_14590
C_2221591,T_13711
C_2222185,T_14829
C_2223976,T_14861
C_2227020,T_9301
C_2229902,T_14795
C_2229911,T_5826
C_2229911,T_14811
C_2229915,T_14987
C_2229924,T_13233
C_2229928,T_13714
C_2231365,T_14460
C_2244926,T_15003
C_2244926,T_6136
C_2244929,T_13920
C_2247589,T_15139
C_2252926,T_10395
C_2256608,T_15244
C_2266746,T_15055
C_2266746,T_15057
C_2266752,T_10824
C_2266754,T_14798
C_2266755,T_15040
C_2266758,T_15752
C_2266760,T_14674
C_2266766,T_14906
C_2287003,T_3293
C_2287373,T_15512
C_2291284,T_43
C_2297225,T_15324
C_2297227,T_15207
C_2297227,T_15210
C_2297227,T_15217
C_2297230,T_14821
C_2297235,T_13262
C_2297242,T_15494
C_2297243,T_14152
C_2297250,T_15146
C_2297250,T_15196
C_2301717,T_15126
C_2302130,T_15732
C_2308090,T_15682
C_2308093,T_15617
C_2308096,T_15577
C_2308096,T_15579
C_2308096,T_15581
C_2308101,T_15805
C_2308102,T_16191
C_2308102,T_16120
C_2308303,T_3067
C_2308303,T_15742
C_2316339,T_15786
C_2316344,T_15590
C_2316351,T_15877
C_2316356,T_3440
C_2316360,T_15765
C_2316360,T_15769
C_2316360,T_15773
C_2320819,T_11032
C_2328461,T_10921
C_2328461,T_16071
C_2328468,T_16028
C_2328469,T_15714
C_2328469,T_15716
C_2328471,T_15289
C_2328482,T_15917
C_2328482,T_15918
C_2328482,T_15920
C_2328482,T_15921
C_2328484,T_15910
C_2328484,T_15911
C_2328495,T_11306
